,NR_experienced_on_request,no_of_supercats_tried_last_30d,no_of_supercats_tried_last_90d,no_of_supercats_tried_last_365d,no_of_deliveries_last_30d,no_of_deliveries_last_90d,no_of_deliveries_last_365d,service_deliverd_aov_last_30d,service_deliverd_aov_last_90d,service_deliverd_aov_last_365d,most_deliverd_supercat,income_segment,gender,user_state_platform,days_on_platform,NR_experienced_last_365d,revenues_next_6_months,request_id
105621,0,0.0,1.0,1.0,0.0,1.0,1.0,,548.0,548.0,SKBC,10 lac - 15lac,Male,NEW,85.0,0.0,1988.0,0318e952-b91d-4b2a-a05e-5dc0da90ee7c
30191,1,,,,,,,,,,,,Female,,,0.0,2749.0,fedaf486-c198-4b08-af9d-705200900c7c
139436,0,0.0,0.0,1.0,0.0,0.0,2.0,,,298.0,Mens Grooming,,Male,CHURN,227.0,0.0,3523.0,ca61e159-d43e-4c27-bf8f-bf29220178f4
54540,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,SKBC,,Female,NEW CHURN,490.0,0.0,1411.0,4dbdb8d9-03d2-4d6b-920e-121336674ca4
107246,0,1.0,1.0,4.0,1.0,2.0,14.0,547.0,522.5,1299.7142857142858,Mens Grooming,,Male,ENGAGED,513.0,0.0,6906.0,d3ffbfde-3f8e-4d4c-b449-76272e789328
52643,1,1.0,1.0,1.0,1.0,1.0,1.0,448.0,448.0,448.0,Salon at Home,,Female,RESURRECTED,736.0,0.0,1724.0,38a53bc0-69c1-4700-b7ba-2e5e11bd8047
136408,0,0.0,0.0,2.0,0.0,0.0,4.0,,,932.0,SKBC,,Female,DORMANT,251.0,0.0,954.0,a60b50ee-a63d-453b-aa3d-31702ad15f8c
161542,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EPC,,Male,NEW CHURN,596.0,0.0,5925.0,bc47ae51-976e-43fa-9f78-5b7615d2d5f2
106053,0,1.0,2.0,3.0,1.0,2.0,6.0,1348.0,1047.5,822.1666666666666,SKBC,,Male,ENGAGED,982.0,0.0,4455.0,14ffbb7f-2317-4608-b8be-6305fda07e7b
193385,0,2.0,3.0,4.0,2.0,5.0,15.0,550.5,1187.2,1303.9333333333334,Salon at Home,,Female,ENGAGED,1057.0,0.0,12280.0,ca0b3765-3cc7-4cf4-bb08-25420f8b73ce
60144,1,,,,,,,,,,,,Male,,,0.0,1134.0,1076dc2a-3505-41f1-b247-b293d57b2162
167277,0,,,,,,,,,,,,Male,,,0.0,298.0,cdb808aa-ed2c-4b60-9ab0-afc3a0d81569
109213,0,1.0,3.0,5.0,2.0,8.0,25.0,828.0,770.5,844.56,Salon at Home,15lac - 25lac,Unknown,ENGAGED,1843.0,0.0,23371.0,5a067169-fa7f-4936-b062-9f66ff2142b9
51488,1,0.0,0.0,1.0,0.0,0.0,1.0,,,767.0,SKBC,1lac - 5lac,Female,NEW CHURN,291.0,0.0,2243.0,8db09b75-cfe3-42e6-8a32-9002e45c8fc4
129430,0,0.0,1.0,4.0,0.0,1.0,8.0,,1303.0,914.375,Salon at Home,25lac +,Male,RESURRECTED,1136.0,0.0,4245.0,caf09aeb-39b6-400c-88ea-ca0fa753c0d5
80446,1,,,,,,,,,,,,Male,,,0.0,996.0,93eec8a7-43ad-4627-9dfd-180eaab2b284
22653,1,1.0,1.0,2.0,1.0,1.0,5.0,548.0,548.0,558.0,SKBC,,Female,RESURRECTED,888.0,0.0,496.0,0e76259d-45fd-419f-96e7-832b2f143155
84114,1,0.0,1.0,1.0,0.0,1.0,4.0,,998.0,885.5,SKBC,,Male,ENGAGED,134.0,0.0,6230.0,6554ac6a-487e-4650-87de-4415bc5c3280
181412,0,1.0,1.0,2.0,2.0,2.0,4.0,348.0,348.0,240.75,EPC,,Female,ENGAGED,508.0,0.0,1333.0,0c011b48-a589-47e3-b61b-53b268595eac
31876,1,0.0,1.0,2.0,0.0,1.0,3.0,,548.0,1425.3333333333333,SKBC,,Male,ENGAGED,765.0,1.0,3231.0,81c7f989-5651-4ef3-a6fa-75523393298c
46766,1,0.0,1.0,2.0,0.0,1.0,5.0,,2207.0,1115.8,Salon at Home,,Female,RESURRECTED,507.0,1.0,448.0,e4294f1c-212b-48b0-810a-3afbc536b0ee
77300,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other Appliance and Electronics,,Male,NEW CHURN,1187.0,0.0,6013.0,9f26edbd-6783-4dc5-afcb-da5427f2d6b7
67265,1,3.0,4.0,6.0,4.0,10.0,39.0,1694.0,1298.5,1024.4102564102564,Salon at Home,,Female,ENGAGED,1830.0,0.0,12371.0,1f27ea94-b8ac-40a1-a363-b2abf71389fe
8258,1,,,,,,,,,,,< 1 lac,Male,,,0.0,1416.0,c3124eab-24df-45d1-989c-f55cb1f21180
47676,1,,,,,,,,,,,,Female,,,0.0,,c245db44-81d9-4b0e-9a12-c9429d088712
177623,0,1.0,2.0,4.0,1.0,3.0,12.0,445.0,912.3333333333334,1209.9166666666667,Salon at Home,,Female,ENGAGED,256.0,1.0,16520.0,1b51f872-e4f4-4f6c-a0d2-1808861aae51
32479,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,SKBC,,Female,NEW CHURN,450.0,0.0,,5553a75c-1fc1-44ce-a71a-b5c9dad368a4
26541,1,0.0,1.0,2.0,0.0,3.0,5.0,,378.0,550.0,EPC,,Male,ENGAGED,144.0,0.0,1411.0,d6640066-19e9-407b-9820-9be8ef8fdb77
91433,1,0.0,0.0,3.0,0.0,0.0,4.0,,,598.25,AC Service and Repair,,Male,CHURN,1615.0,0.0,2038.0,dd2c3349-e4b0-4ffa-8b35-70edf04c5556
53439,1,,,,,,,,,,,,Male,,,0.0,,66b85617-9ad4-4ff1-b394-6443408eab12
195822,0,1.0,1.0,1.0,1.0,1.0,1.0,1348.0,1348.0,1348.0,Spa for Women,,Female,NEW,14.0,0.0,2196.0,57c9f195-3028-4210-90f4-e6cd04018b8e
174702,0,,,,,,,,,,,,Female,,,0.0,1725.0,43badb8b-9daf-4b85-a294-b54431f35aee
199670,0,0.0,0.0,4.0,0.0,0.0,5.0,,,1035.4,AC Service and Repair,5lac - 10lac,Male,DORMANT,492.0,0.0,4876.0,e59bb97f-158a-4edf-9c12-fbab10724ad5
12897,1,1.0,2.0,3.0,2.0,5.0,9.0,2069.5,1513.4,1253.4444444444443,Salon at Home,10 lac - 15lac,Female,ENGAGED,359.0,0.0,26572.0,40741716-0029-4380-88ea-6c36b84a9f41
60382,1,,,,,,,,,,,,,,,,,b78918a9-00f6-4ddb-90d9-f80f49fa0bb2
144230,0,1.0,1.0,1.0,1.0,1.0,1.0,748.0,748.0,748.0,SKBC,,Male,RESURRECTED,1490.0,0.0,748.0,19494f7c-8f2e-48b9-87b9-f3c1e0449525
170027,0,1.0,2.0,3.0,2.0,7.0,14.0,1496.0,1601.2857142857142,1460.2142857142858,Salon at Home,,Female,ENGAGED,1127.0,0.0,26931.0,77b7ec5f-f4da-45ad-a8ea-d976df90832c
38009,1,4.0,5.0,6.0,7.0,17.0,36.0,1464.0,1545.7058823529412,1547.75,Salon at Home,,Female,ENGAGED,2427.0,1.0,9538.0,f1d239bb-78a5-44b0-989e-a19111fd68fa
84951,1,,,,,,,,,,,,Female,,,0.0,648.0,4993d12f-b83b-4b55-9ce0-f038c53e89e1
93971,1,2.0,2.0,2.0,3.0,4.0,7.0,1483.3333333333333,1436.5,1200.0,Salon at Home,25lac +,Female,ENGAGED,212.0,0.0,2627.0,8528388e-5c29-4ec0-b4ee-7439723af5a2
37471,1,2.0,3.0,3.0,2.0,4.0,4.0,1175.5,761.75,761.75,Salon at Home,15lac - 25lac,Female,ENGAGED,722.0,0.0,,50951921-3134-45fe-97d6-21aa2270400d
42849,1,,,,,,,,,,,,Male,,,0.0,1439.0,776e0d0d-e30c-4e71-b7a7-c3c339d688d4
178115,0,,,,,,,,,,,,Male,,,0.0,26529.0,1aff3cc0-4924-4193-a3a3-4072121f505c
24481,1,0.0,1.0,2.0,0.0,3.0,10.0,,381.3333333333333,458.0,Mens Grooming,,Female,ENGAGED,1097.0,0.0,2197.0,c9984c78-7ef7-49be-a635-2fabf94642d7
106490,0,3.0,3.0,3.0,6.0,6.0,8.0,850.0,850.0,734.875,EPC,,Male,ENGAGED,468.0,0.0,2242.0,51ca72b0-444a-4dd9-88a3-d68ad26f2781
59536,1,1.0,1.0,3.0,1.0,1.0,3.0,1636.0,1636.0,1227.3333333333333,EPC,,Male,RESURRECTED,1193.0,0.0,9423.0,ce1e9dae-8780-4856-823b-7bd0a3ff2af7
67673,1,0.0,0.0,1.0,0.0,0.0,1.0,,,3648.0,AC Service and Repair,5lac - 10lac,Male,CHURN,655.0,0.0,7248.0,c0bc34eb-a293-49d3-ab86-5dfc3441ef62
47964,1,1.0,6.0,7.0,1.0,6.0,15.0,12744.0,3072.3333333333335,1717.7333333333333,Mens Grooming,,Female,ENGAGED,414.0,1.0,3444.0,440c5689-1c3d-4b59-9826-5633d86e960b
43992,1,1.0,2.0,3.0,1.0,2.0,8.0,1415.0,1290.5,1563.5,SKBC,,Male,ENGAGED,745.0,0.0,8441.0,de7cd936-32ad-4c82-b53c-f19bc50c5488
51184,1,0.0,0.0,1.0,0.0,0.0,1.0,,,646.0,EPC,,Female,DORMANT,1037.0,0.0,5205.0,5d98eb2e-35fe-497c-8d38-71f0d9d4a225
113043,0,1.0,2.0,3.0,1.0,3.0,17.0,898.0,984.3333333333334,765.2941176470588,Salon at Home,,Female,ENGAGED,894.0,0.0,7176.0,8b9aa890-b5c2-4a9c-b2db-c42b59fb671d
29255,1,0.0,0.0,2.0,0.0,0.0,2.0,,,797.0,Salon at Home,,Female,DORMANT,967.0,0.0,,b782ac42-a2eb-4307-aae9-aab8d5d1b2c9
42951,1,1.0,1.0,1.0,39.0,39.0,39.0,438.7435897435897,438.7435897435897,438.7435897435897,Personal Services,,Male,ENGAGED,493.0,1.0,4543.0,9303e393-aad5-45d1-b408-f49c541df74d
139106,0,0.0,1.0,1.0,0.0,1.0,1.0,,1514.0,1514.0,Salon at Home,5lac - 10lac,Male,NEW,44.0,0.0,3614.0,9041cbbf-0dc1-4123-8a9e-c52a99095aa3
169386,0,0.0,1.0,5.0,0.0,3.0,23.0,,454.0,2824.7391304347825,EPC,15lac - 25lac,Male,ENGAGED,680.0,0.0,9438.0,668945f0-bf5e-4508-b962-f4c3bd50dde2
49025,1,0.0,1.0,2.0,0.0,1.0,4.0,,1048.0,640.0,EPC,,Female,ENGAGED,1634.0,0.0,3567.0,e80be203-f33f-404a-b092-49a0a22142f0
62972,1,2.0,2.0,3.0,2.0,8.0,19.0,1697.0,1225.125,1102.1052631578948,Salon at Home,,Female,ENGAGED,1063.0,8.0,14559.0,6fef7c88-db9b-4d50-b878-fb75dfa9eb00
19633,1,,,,,,,,,,,,Male,,,0.0,397.0,66d683a6-b097-4f55-b15b-ac83353a6605
86989,1,0.0,0.0,1.0,0.0,0.0,1.0,,,548.0,SKBC,,Male,DORMANT,1460.0,0.0,1237.0,be88535a-9c91-42fb-a9d5-8bf00dfb9abc
103462,0,,,,,,,,,,,,Male,,,0.0,2205.0,2795a121-6417-442b-9d38-9c1e4b2d1cc1
32270,1,1.0,1.0,1.0,1.0,1.0,1.0,698.0,698.0,698.0,SKBC,,Male,RESURRECTED,864.0,0.0,,0017619c-78a5-46bd-952d-a6e49711e80d
180855,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Large Appliances,,Male,CHURN,518.0,0.0,0.0,c3994201-f2dd-43c3-99d2-83478bc6e0e2
14586,1,1.0,3.0,3.0,2.0,5.0,7.0,298.0,397.8,369.2857142857143,EPC,,Male,ENGAGED,1822.0,0.0,14820.0,b356ec9f-abe9-4221-a09d-733df2a0f729
50333,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,AC Service and Repair,,Male,NEW CHURN,402.0,0.0,347.0,0aca7007-a4da-488c-8352-8bb300bcfe19
41398,1,0.0,2.0,3.0,0.0,2.0,6.0,,1052.5,716.3333333333334,Salon at Home,,Female,ENGAGED,1473.0,0.0,3582.0,85033c27-3a7f-4d8e-a5e6-18c62062ed0f
33851,1,,,,,,,,,,,,Male,,,0.0,,58096685-0288-4c45-a4a2-368774ee9885
174956,0,0.0,0.0,3.0,0.0,0.0,3.0,,,2067.0,Salon at Home,,Female,DORMANT,930.0,0.0,11270.0,f20fbba4-4d84-4ee0-b2bd-0c6311d5b404
80898,1,0.0,0.0,2.0,0.0,0.0,3.0,,,571.0,AC Service and Repair,,Male,DORMANT,320.0,0.0,1046.0,ced1a406-bbf9-4396-9eb3-655c4960e64f
24516,1,,,,,,,,,,,,Female,,,0.0,,88d1df69-0ff1-4c32-bc1a-7465834ed24a
128234,0,1.0,1.0,3.0,1.0,1.0,8.0,298.0,298.0,651.625,Mens Grooming,15lac - 25lac,Male,RESURRECTED,1186.0,0.0,5235.0,9433a88a-d444-4b36-be29-49ba71f88c81
188349,0,2.0,2.0,2.0,2.0,3.0,3.0,174.0,146.0,146.0,Part Time Maids,,Female,ENGAGED,47.0,0.0,1047.0,d4268832-f7c7-4884-b35b-33a027950b65
122470,0,3.0,5.0,8.0,3.0,9.0,28.0,1391.0,1313.6666666666667,1461.4285714285713,Salon at Home,25lac +,Female,ENGAGED,1526.0,0.0,21619.0,558ca94c-0a60-4781-9b64-ab0a136fed03
182077,0,2.0,3.0,3.0,2.0,5.0,8.0,782.5,789.6,886.5,Salon at Home,,Male,ENGAGED,1378.0,0.0,4989.0,68f4e69e-4e22-487b-8730-d4d0336e63ee
145685,0,,,,,,,,,,,5lac - 10lac,Female,,,0.0,3294.0,298658bf-92f9-45f5-b05e-36848e157292
163186,0,0.0,1.0,1.0,0.0,1.0,3.0,,405.0,508.6666666666667,Salon at Home,10 lac - 15lac,Female,ENGAGED,782.0,0.0,5614.0,649d2528-bc88-4513-b649-600620bffd80
181486,0,0.0,1.0,2.0,0.0,1.0,3.0,,2148.0,1081.3333333333333,EPC,15lac - 25lac,Male,RESURRECTED,501.0,0.0,6938.0,5ded2f26-c895-45e7-af5b-c4d2a08e1a09
115815,0,0.0,2.0,4.0,0.0,2.0,10.0,,1597.5,1489.4,Salon at Home,,Female,ENGAGED,511.0,1.0,23706.0,b8d33155-eddd-43b5-859e-94e284454db6
71128,1,1.0,1.0,1.0,2.0,2.0,2.0,847.5,847.5,847.5,AC Service and Repair,,Male,ENGAGED,406.0,0.0,4948.0,d28a55d2-ab0c-494a-84ec-caa1caf29a23
162534,0,0.0,1.0,1.0,0.0,1.0,4.0,,298.0,310.5,Mens Grooming,,Male,ENGAGED,394.0,0.0,1442.0,8a50e2b4-a5e7-4c09-b0a1-4da39c9b50e4
4127,1,,,,,,,,,,,,Female,,,0.0,768.0,2159a8e5-895f-4112-8fbc-d2df1c1a9038
96625,1,1.0,2.0,3.0,1.0,3.0,13.0,1475.0,1216.3333333333333,861.6153846153846,Salon at Home,25lac +,Male,ENGAGED,301.0,0.0,1516.0,d1e78d94-cdb8-4624-af2a-0a0bf9262803
14085,1,0.0,2.0,2.0,0.0,2.0,2.0,,933.0,933.0,EPC,,Male,ENGAGED,915.0,0.0,13459.0,e9a77032-f68e-4702-b201-89b114358e38
145280,0,0.0,0.0,1.0,0.0,0.0,2.0,,,178.5,Other Appliance and Electronics,,Female,DORMANT,1286.0,0.0,986.0,bbbcee03-ff67-4fc0-bd6a-fcb95664c188
174738,0,1.0,1.0,1.0,2.0,2.0,3.0,408.0,408.0,488.0,EPC,5lac - 10lac,Male,ENGAGED,168.0,0.0,3691.0,078d3262-583b-460b-abad-021e8541c786
49074,1,1.0,1.0,3.0,1.0,2.0,8.0,598.0,648.0,698.0,Salon at Home,,Female,ENGAGED,988.0,0.0,12547.0,a9a7eefa-4f2a-4478-9439-19db2cfa1a71
6769,1,2.0,3.0,3.0,2.0,5.0,7.0,592.0,1764.8,2048.5714285714284,Salon at Home,25lac +,Female,ENGAGED,1519.0,0.0,18032.0,da43d5be-26ef-4610-b7ae-2a870ebfb8de
140057,0,2.0,3.0,6.0,2.0,3.0,12.0,1997.5,1564.3333333333333,991.1666666666666,Mens Grooming,,Male,ENGAGED,1176.0,0.0,7080.0,670b7ae1-e3a5-4ac4-91a6-85faa0749db6
104809,0,4.0,4.0,4.0,4.0,4.0,6.0,1852.25,1852.25,1862.5,EPC,25lac +,Male,ENGAGED,1528.0,0.0,14307.0,1c11bd16-36e1-45e2-b325-30a6c0053d66
26809,1,3.0,3.0,4.0,4.0,8.0,10.0,1223.0,1012.5,1519.1,Salon at Home,,Male,ENGAGED,494.0,1.0,19540.0,c04095f0-bd07-4b26-a11e-58d24f6aaa11
176046,0,0.0,1.0,2.0,0.0,1.0,2.0,,577.0,3962.5,EPC,10 lac - 15lac,Male,RESURRECTED,285.0,0.0,1548.0,52244590-c822-4668-accc-99d50e5ae89c
22670,1,1.0,2.0,2.0,1.0,3.0,3.0,598.0,524.3333333333334,524.3333333333334,Mens Grooming,25lac +,Male,ENGAGED,777.0,0.0,1064.0,b7ad935f-0915-46cc-9a20-cadcee0dedab
172715,0,0.0,0.0,3.0,0.0,0.0,7.0,,,879.0,Salon at Home,,Female,CHURN,661.0,0.0,497.0,680818f6-f28c-445e-b25f-2267659140e1
48234,1,1.0,2.0,2.0,1.0,3.0,8.0,328.0,722.6666666666666,459.625,EPC,,Male,ENGAGED,2142.0,0.0,1523.0,108102c1-83f2-4f0a-9252-941c6db1d870
97467,1,0.0,2.0,2.0,0.0,3.0,5.0,,658.3333333333334,548.4,EPC,5lac - 10lac,Male,ENGAGED,1035.0,0.0,228.0,8e5554a8-47d1-4ded-9b0d-1e7bc0d7c3fe
90426,1,,,,,,,,,,,,Male,,,0.0,848.0,b6a78cf6-45e0-4348-9a43-090396d4c80d
64084,1,0.0,0.0,2.0,0.0,0.0,2.0,,,813.0,Salon at Home,15lac - 25lac,Female,DORMANT,1293.0,0.0,5505.0,c89a51cd-05f0-42eb-a4e6-510c51daa9b0
43403,1,1.0,3.0,8.0,1.0,4.0,19.0,1087.0,1566.0,1747.7894736842106,Salon at Home,,Female,ENGAGED,1043.0,0.0,9454.0,13b81e41-7e8d-4b55-b34c-fbff713da107
55653,1,1.0,1.0,2.0,1.0,1.0,3.0,2862.0,2862.0,2063.6666666666665,Salon at Home,,Female,RESURRECTED,434.0,0.0,5656.0,d0546294-e5b2-4f23-8a33-2f481ef19832
7744,1,,,,,,,,,,,,Male,,,0.0,298.0,96db33d9-a07c-497c-860f-9068159cef5a
113573,0,0.0,0.0,2.0,0.0,0.0,2.0,,,1105.5,Mens Grooming,,Male,CHURN,525.0,0.0,2876.0,46f29d25-6d4d-43f4-a071-a1dea4397a57
122427,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Male,CHURN,1002.0,0.0,1048.0,addba4d5-2562-4881-9016-57fa7d28c162
188587,0,1.0,1.0,3.0,1.0,2.0,11.0,1098.0,1372.5,675.2727272727273,Salon at Home,25lac +,Male,ENGAGED,601.0,0.0,3869.0,a0755f9c-e7ac-43d3-83f2-718f2ff9ad59
65927,1,0.0,1.0,1.0,0.0,1.0,1.0,,1648.0,1648.0,Spa for Women,,Female,NEW,60.0,0.0,897.0,7b4de410-6e15-4b04-9a2d-88d3a454080c
33254,1,,,,,,,,,,,,Male,,,0.0,748.0,53d098fc-4820-478b-88ab-9f88e3d8116c
39970,1,0.0,0.0,3.0,0.0,0.0,8.0,,,507.25,Massage for Men,,Male,DORMANT,953.0,0.0,548.0,5f3285ea-5416-40e1-8004-406b207823dd
106581,0,0.0,0.0,1.0,0.0,0.0,1.0,,,348.0,Large Appliances,,Male,NEW CHURN,233.0,0.0,736.0,aaf97d1a-aba0-4e54-895b-0d30750e47fd
127549,0,3.0,3.0,3.0,3.0,3.0,7.0,690.6666666666666,690.6666666666666,740.2857142857143,EPC,,Male,ENGAGED,223.0,0.0,4278.0,6d15c838-a34a-4a19-a869-989671ca53d4
25176,1,0.0,0.0,1.0,0.0,0.0,1.0,,,448.0,EPC,15lac - 25lac,Female,DORMANT,608.0,0.0,3627.0,5cd945be-e13e-4abc-981b-35d3196885c9
134963,0,,,,,,,,,,,,Male,,,0.0,297.0,8bea536a-4b2d-4782-9cd4-52cc9c477407
123801,0,1.0,1.0,1.0,1.0,3.0,3.0,249.0,345.0,345.0,EPC,,Male,ENGAGED,41.0,0.0,148.0,31965199-7b0c-436a-b634-dee18a758b06
79436,1,,,,,,,,,,,,Male,,,0.0,1208.0,64647f3a-38f2-498f-a529-e71ad9d68dee
109669,0,0.0,0.0,3.0,0.0,0.0,4.0,,,822.75,EPC,10 lac - 15lac,Male,CHURN,1510.0,0.0,1338.0,997af6a2-8a6f-4c38-926a-2593fb8599d4
153569,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,1lac - 5lac,Female,NEW CHURN,725.0,0.0,1162.0,107dcd90-3809-437d-9a77-9c708c838407
182598,0,1.0,1.0,1.0,1.0,1.0,1.0,3848.0,3848.0,3848.0,Salon at Home,,Male,RESURRECTED,1457.0,0.0,3044.0,e5ccd41a-9865-48e7-9ea4-2434f7ddc493
124070,0,1.0,1.0,1.0,3.0,3.0,7.0,548.0,548.0,506.14285714285717,EPC,,Male,ENGAGED,1363.0,0.0,673.0,bcdc3392-a8b1-4f5e-bebe-1ce0f58573ba
97927,1,0.0,1.0,1.0,0.0,1.0,3.0,,578.0,644.6666666666666,Salon at Home,,Female,ENGAGED,1567.0,0.0,1140.0,8917bb4b-7737-4c71-8a33-6c9903876dd3
76038,1,2.0,2.0,2.0,2.0,4.0,9.0,1505.0,1369.75,1437.7777777777778,Salon at Home,,Female,ENGAGED,904.0,0.0,6043.0,51360aaf-01c7-401a-a19c-821763a09ad8
29879,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Mens Grooming,,Male,CHURN,367.0,1.0,2718.0,75421940-cc6e-4fa2-90b0-e4bb7df08fd7
27694,1,0.0,0.0,2.0,0.0,0.0,2.0,,,1023.0,Pest Control,,Male,DORMANT,192.0,0.0,937.0,d046f301-5d03-45f2-a22b-4d5639d7f423
18716,1,,,,,,,,,,,,Male,,,0.0,,fc03b819-f0fc-4db2-8dc0-e7442b6dd82a
148742,0,,,,,,,,,,,,Male,,,0.0,1848.0,736688a5-9177-4612-a1d2-372928667e8e
184310,0,0.0,2.0,3.0,0.0,2.0,6.0,,623.0,539.5,Mens Grooming,25lac +,Male,ENGAGED,1052.0,0.0,3271.0,66d9eeb3-5927-46cf-bd79-2befa5b9019d
189973,0,,,,,,,,,,,,Male,,,0.0,548.0,259c390d-f399-4a86-ae22-f3a88cbc0953
56308,1,1.0,1.0,1.0,1.0,1.0,2.0,1178.0,1178.0,993.0,Salon at Home,,Female,ENGAGED,98.0,0.0,5131.0,6caa5b20-883b-43ab-929b-9b58de2a9911
71770,1,1.0,2.0,2.0,1.0,5.0,6.0,188.0,322.2,285.0,EPC,,Female,ENGAGED,91.0,0.0,7149.0,e2a46e66-f788-42bc-9f31-3d0aec4d534b
15622,1,,,,,,,,,,,,Male,,,0.0,2949.0,037ffd84-74a2-4ba0-8907-9f515e00e1d8
19416,1,0.0,2.0,6.0,0.0,2.0,7.0,,6353.5,2378.5714285714284,EPC,,Male,ENGAGED,1006.0,1.0,5363.0,36ef0ccb-3164-4267-9db6-65a90fd9019e
11684,1,0.0,0.0,2.0,0.0,0.0,4.0,,,348.0,SKBC,,Male,DORMANT,1763.0,1.0,1264.0,78e3f31a-8aad-40ff-955f-8b8b7754157b
24416,1,0.0,1.0,1.0,0.0,1.0,1.0,,2998.0,2998.0,Full Home Cleaning,,Female,NEW,42.0,0.0,5836.0,ae71eac8-f7e2-4cc5-a962-408fd3dd2f2d
9514,1,1.0,1.0,2.0,1.0,1.0,4.0,298.0,298.0,1235.75,AC Service and Repair,25lac +,Male,RESURRECTED,699.0,0.0,5267.0,ba041daa-9821-4256-928e-3e686459cf11
165593,0,0.0,3.0,5.0,0.0,3.0,8.0,,948.0,735.25,Salon at Home,10 lac - 15lac,Female,ENGAGED,248.0,0.0,6165.0,03722d2f-69b6-4164-a290-bf362833f24c
60605,1,,,,,,,,,,,,Male,,,0.0,1147.0,e215a41e-bad5-4998-b660-59a010ecddb6
36089,1,1.0,1.0,1.0,3.0,3.0,3.0,1548.0,1548.0,1548.0,AC Service and Repair,,Unknown,ENGAGED,26.0,0.0,348.0,500318a5-6819-4d01-941a-10f7a9c3c884
36386,1,0.0,2.0,3.0,0.0,3.0,9.0,,720.0,708.3333333333334,Salon at Home,5lac - 10lac,Female,ENGAGED,317.0,0.0,,4cec36a8-e07a-48d7-ab8c-56ce80b711f4
135258,0,0.0,2.0,2.0,0.0,3.0,3.0,,833.6666666666666,833.6666666666666,SKBC,,Male,ENGAGED,55.0,1.0,1455.0,85a50138-1af3-411f-baf5-51b4cc0786fe
31579,1,0.0,1.0,1.0,0.0,1.0,1.0,,788.0,788.0,SKBC,,Male,NEW,49.0,0.0,2046.0,64acaa52-23b8-41e2-b6d5-926cc3c16219
647,1,,,,,,,,,,,,Male,,,0.0,298.0,cd2d9e37-03f7-423f-9d79-e141698e8b90
88564,1,2.0,3.0,3.0,3.0,5.0,13.0,845.3333333333334,870.4,1170.2307692307693,Salon at Home,,Female,ENGAGED,990.0,0.0,1065.0,973d199f-2c7a-4ab4-8fb5-6c009e1a7ae9
130293,0,2.0,3.0,4.0,3.0,6.0,17.0,3117.6666666666665,2731.0,1657.0,Salon at Home,,Female,ENGAGED,1724.0,0.0,24185.0,0311b795-96f8-4691-9143-976eaebe2541
20224,1,0.0,3.0,4.0,0.0,3.0,12.0,,919.6666666666666,1053.25,SKBC,10 lac - 15lac,Female,ENGAGED,1188.0,1.0,4905.0,e88a9a64-9926-4811-be7c-2c94f59384e4
153625,0,0.0,1.0,1.0,0.0,1.0,2.0,,747.0,672.5,SKBC,25lac +,Male,RESURRECTED,1309.0,0.0,1554.0,8d4de83d-99b0-4d9e-a31a-906f0c62a220
157689,0,0.0,0.0,1.0,0.0,0.0,1.0,,,1338.0,AC Service and Repair,,Male,DORMANT,1032.0,0.0,298.0,5bb8ec0b-86ad-4fd3-8b3c-186e1dd026ef
9225,1,0.0,0.0,1.0,0.0,0.0,1.0,,,728.0,Salon at Home,,Female,NEW CHURN,296.0,1.0,1994.0,d040390c-0bc2-4cf8-8a87-7254181e9ba0
62065,1,2.0,2.0,2.0,2.0,2.0,3.0,1748.0,1748.0,1548.0,SKBC,,Male,ENGAGED,2388.0,0.0,1248.0,8f0369e5-d8d3-4447-a1ee-9a3ea77b4041
199620,0,1.0,1.0,1.0,1.0,1.0,1.0,1948.0,1948.0,1948.0,Large Appliances,,Male,RESURRECTED,638.0,0.0,4282.0,50a4fea5-8957-4a62-ae6a-9214fe9e1637
76375,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other Appliance and Electronics,,Female,NEW CHURN,1275.0,0.0,,3e1ae665-ed6f-4508-81c1-b955c8af3b02
58122,1,1.0,2.0,5.0,1.0,3.0,18.0,1097.0,1646.6666666666667,1426.888888888889,Spa for Women,,Female,ENGAGED,897.0,0.0,19002.0,7f4efb30-2491-4a96-884a-ba3489f0be54
88768,1,,,,,,,,,,,,Male,,,0.0,947.0,74a34f4b-4d82-4573-abdf-02f1486b9205
75103,1,2.0,3.0,3.0,2.0,3.0,6.0,11965.0,8412.333333333334,5043.0,Salon at Home,,Female,ENGAGED,1461.0,0.0,268.0,e10c8015-da42-4611-8063-54035b29184a
120957,0,0.0,1.0,2.0,0.0,1.0,3.0,,948.0,910.6666666666666,Salon at Home,15lac - 25lac,Male,RESURRECTED,922.0,0.0,2126.0,b25bc8ec-26e8-422c-b2e6-61b3eed4e849
